"pub_date","lead_paragraph","main"
"2019-03-18T07:00:07+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Trump Crackdown Unnerves Immigrants, and the Farmers Who Rely on Them"
"2019-04-14T15:07:48+0000","WASHINGTON — Senator Bernie Sanders, in a rare and forceful rebuke by a presidential candidate of an influential party ally, has accused a liberal think tank of undermining Democrats’ chances of taking back the White House in 2020 by “using its resources to smear” him and other contenders pushing progressive policies.","Bernie Sanders Accuses Liberal Think Tank of Smearing Progressive Candidates"
"2019-02-28T16:29:49+0000","JERUSALEM — Israel’s attorney general announced his intention on Thursday to indict Prime Minister Benjamin Netanyahu on charges of bribery, fraud and breach of trust, imperiling Mr. Netanyahu’s political future just 40 days before he is to stand for re-election.","Netanyahu Indictment Closer as Israeli Prosecutor Seeks Charges"
"2019-03-27T10:59:12+0000","LONDON — In a last-ditch effort to try to get Parliament to pass her plan for Britain to leave the European Union, Prime Minister Theresa May on Wednesday offered to step down and allow another prime minister who has the confidence of her party and lawmakers to negotiate the final details.","Alternate Brexit Plans Rejected; Theresa May Offers to Step Down"
"2019-01-11T00:24:58+0000","WASHINGTON — Hours after he was sworn in as America’s 45th president, Donald J. Trump and his wife, Melania, swayed together to a rendition of the Frank Sinatra classic “My Way,” as hundreds of their wealthiest and most influential supporters held aloft smartphones to capture the Trumps’ first dance following the inauguration.","Prosecutors Examining Ukrainians Who Flocked to Trump Inaugural"
"2019-01-01T18:06:43+0000","WASHINGTON — In the middle of his crowded dinner in Buenos Aires with President Xi Jinping of China, President Trump leaned across the table, pointed to Robert Lighthizer, the United States trade representative whose skepticism of China runs deep, and declared, “That’s my negotiator!”","As China Talks Begin, Trump’s Trade Negotiator Tries to Keep President From Wavering"
"2019-02-26T00:07:35+0000","CHICAGO — The glitz of downtown, the influx of tech jobs, the tourist dollars pouring into city coffers: None of those things are keeping many in Chicago’s black neighborhoods from loading their belongings into car trunks and moving vans and seeking better lives someplace else.","Seeking a New Mayor, Chicago Sees Many Black Residents Voting With Their Feet"
"2019-03-07T10:00:09+0000","ALEXANDRIA, Va. — Paul Manafort, the political consultant and Trump presidential campaign chairman whose lucrative work in Ukraine and ties to well-connected Russians made him a target of the special counsel, Robert S. Mueller III, was sentenced on Thursday to nearly four years in prison in the financial fraud case that left his grand lifestyle and power-broker reputation in ruins.","Paul Manafort Is Sentenced to Less Than 4 Years in 1 of 2 Cases Against Him"
"2019-04-21T17:01:36+0000","NABLUS, West Bank — Dina Teeti, 23, tries to tune out politics. But a few weeks ago, around the time Prime Minister Benjamin Netanyahu of Israel said he planned to begin annexing parts of the West Bank, she turned to her father with a heartfelt question:","For Palestinian Families, ‘No Light at the End of the Tunnel’"
"2019-03-26T16:01:16+0000","WASHINGTON — The Trump administration’s decision to ask a federal appeals court to invalidate the Affordable Care Act has given House Democrats a new opening to pursue what they see as a winning political strategy: moving past talk of impeachment to put kitchen-table issues like health care front and center.","Democrats Pivot Hard to Health Care After Trump Moves to Strike Down Affordable Care Act"
"2019-05-15T01:00:30+0000","WASHINGTON — As the Trump administration draws up war plans against Iran over what it says are threats to American troops and interests, a senior British military official told reporters at the Pentagon on Tuesday that he saw no increased risk from Iran or allied militias in Iraq or Syria.","Skeptical U.S. Allies Resist Trump’s New Claims of Threats From Iran"
"2019-04-20T07:00:01+0000","[What you need to know to start the day: Get New York Today in your inbox.]","How Luxury Developers Use a Loophole to Build Soaring Towers for the Ultrarich in N.Y."
"2019-02-10T10:00:04+0000","MIAMI — For 60 years, the lifeblood of Miami’s idiosyncratic politics has been Cuba, the communist government’s countless sins denounced in street protests, dissected on the spirited Spanish-language airwaves and condemned at campaign rallies under the unifying cry of “Viva Cuba Libre!”","‘Dangerous Territory’ for Democrats as Republicans Seize Venezuela Moment in Miami"
"2019-02-13T16:05:39+0000","WASHINGTON — Inside the government, some officials called her “Wayward Storm.”","Spy Betrayed U.S. to Work for Iran, Charges Say"
"2019-01-31T23:03:30+0000","Add the recent government shutdown to the list of things that didn’t slow the American job market.","U.S. Job Gains Show Employers Shrugged Off Government Shutdown"
"2019-01-09T16:31:16+0000","WASHINGTON — President Trump stormed out of a White House meeting with congressional leaders on Wednesday after Speaker Nancy Pelosi said she would not fund a border wall even if he agreed to reopen the government, escalating a confrontation that has shuttered large portions of the government for 19 days and counting.","Trump Storms Out of White House Meeting With Democrats on Shutdown"
"2019-05-02T19:29:44+0000","SAN FRANCISCO — After years of wavering about how to handle the extreme voices populating its platform, Facebook on Thursday evicted seven of its most controversial users — many of whom are conservatives — immediately inflaming the debate about the power and accountability of large technology companies.","Facebook Bars Alex Jones, Louis Farrakhan and Others From Its Services"
"2019-03-05T00:39:47+0000","WASHINGTON — Senator Mitch McConnell, the majority leader, conceded on Monday that he could not stave off final passage of a resolution overturning President Trump’s national emergency declaration, setting up a rebuke to Mr. Trump amid signs that the president’s grip even on his own party in Congress may be slipping.","Trump’s Grip Shows Signs of Slipping as Senate Prepares to Block Wall Emergency"
"2019-05-28T14:23:54+0000","WASHINGTON — The Supreme Court on Tuesday sidestepped part of a major abortion case, a new sign that the court is not yet moving aggressively to test the constitutional right to abortion established in Roe v. Wade.","Supreme Court Sidesteps Abortion Question in Ruling on Indiana Law"
"2019-02-24T23:34:02+0000","WASHINGTON — President Trump delayed his own deadline to increase tariffs on Chinese goods on Sunday as his administration continues a monthslong effort to persuade Beijing to make significant structural changes to its economy that have so far proved elusive.","Trump Delays a Tariff Deadline, Citing Progress in China Trade Talks"
"2019-05-16T20:06:47+0000","BEIJING — China’s leader, Xi Jinping, seemed confident three weeks ago that a yearlong trade war with the United States could soon subside, handing him a potent political victory.","How Xi’s Last-Minute Switch on U.S.-China Trade Deal Upended It"
"2019-01-23T08:00:01+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Cuomo’s Blunt Subway Strategy: Humiliate the M.T.A. to Force Change"
"2019-03-17T06:00:07+0000","Yansnier Arias knew it was wrong. It violated the Constitution, not to mention the oath he took as a doctor in Cuba.","‘It Is Unspeakable’: How Maduro Used Cuban Doctors to Coerce Venezuela Voters"
"2019-03-18T09:00:14+0000","WASHINGTON — No issue animated the Democrats’ 2018 congressional campaigns like health care and the promises to expand access to insurance and to lower costs. But as House Democrats sit down to draft their vision of governance in the coming weeks, lawmakers find themselves badly divided on the issue that delivered their majority.","Medicare for All Is Divisive (in the Democratic Party)"
"2019-02-23T15:51:27+0000","CHICAGO — Ever since he was a child actor growing up in a show-business family, Jussie Smollett’s life blended activism with the make-believe worlds of television and movies.","From Screen to Scorn: For Jussie Smollett, a Life of Arts and Activism Is Upended"
"2019-04-16T22:23:37+0000","PARIS — Inside the cavernous cathedral of Notre-Dame in Paris, the last Mass of the day was underway on Monday of Holy Week when the first fire alarm went off. It was 6:20 p.m., 25 minutes before the heavy wooden doors were scheduled to close to visitors for the day.","Notre-Dame Attic Was Known as ‘the Forest.’ And It Burned Like One."
"2019-02-02T15:05:45+0000","RICHMOND, Va. — Gov. Ralph Northam of Virginia, defying pleas from his own party to resign, said on Saturday that he would remain in office, and flatly denied that he had worn Ku Klux Klan robes or appeared in blackface in an image from his medical school yearbook that has upended his governorship and embarrassed his fellow Democrats.","Virginia Governor, Ralph Northam, Defies Calls to Resign Over Racist Photo"
"2019-01-21T07:30:07+0000","BENSALEM, Pa. — They call it the “magic box.” Its trick is speedy, nearly automated processing of DNA.","Coming Soon to a Police Station Near You: The DNA ‘Magic Box’"
"2019-02-09T01:07:24+0000","Jeff Bezos, the founder of Amazon and the owner of The Washington Post, did not become the world’s richest man by refusing to do what it takes to win. And now that he finds himself in a mud fight with the supermarket tabloid that exposed his extramarital affair, he is showing off the same drive that helped him turn a simple idea — selling books on the internet — into an all-purpose, $780 billion powerhouse.","Jeff Bezos’ Extortion Claim Said to Be Under Review by Prosecutors"
"2019-05-30T00:21:25+0000","WASHINGTON — At long last, the sphinx of Washington spoke on Wednesday, and here is what President Trump heard: “Case closed.” Here is what the president’s adversaries heard: “Time to impeach.”","Mueller Delivered a Message. Washington Couldn’t Agree on What It Was."
"2019-04-09T09:00:04+0000","President Trump has adopted a blunt new message in recent days for migrants seeking refuge in the United States: “Our country is full.”","Trump Says the U.S. Is ‘Full.’ Much of the Nation Has the Opposite Problem."
"2019-04-13T14:22:31+0000","There is no discernible mass groundswell for an Eric Swalwell presidential campaign.","The Many Reasons to Run for President When You Probably Don’t Stand a Chance"
"2019-03-20T07:00:04+0000","[What you need to know to start the day: Get New York Today in your inbox.]","9 Fund-Raisers in 1 Night: Democrats Vow Reform in N.Y., but Money Still Flows"
"2019-05-02T00:53:49+0000","WASHINGTON — Nobody said regime change was going to be easy.","With Maduro Still in Power, Questions About the U.S. Role in Venezuela"
"2019-02-23T10:00:10+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Inside the Rise and Fall of a Multimillion-Dollar Airbnb Scheme"
"2019-02-20T16:53:58+0000","WASHINGTON — The Supreme Court ruled on Wednesday that the Constitution places limits on the ability of states and localities to take and keep cash, cars, houses and other private property used to commit crimes.","Supreme Court Limits Police Powers to Seize Private Property"
"2019-04-25T00:20:48+0000","WASHINGTON — The Trump administration escalated its defiance of Congress on Wednesday, as the Justice Department refused to let an official testify on Capitol Hill and President Trump vowed to fight what he called a “ridiculous” subpoena ordering a former top aide to appear before lawmakers.","Trump Vows Stonewall of ‘All’ House Subpoenas, Setting Up Fight Over Powers"
"2019-01-22T14:55:30+0000","WASHINGTON — The Supreme Court said on Tuesday that it would review a New York City gun law that limits residents from transporting their guns outside their homes, its first Second Amendment case in nearly a decade and a test of the court’s approach to gun rights after the arrival of Justice Brett M. Kavanaugh in October.","Supreme Court Will Review New York City Gun Law"
"2019-05-31T18:30:09+0000","WASHINGTON — President Trump’s threat to punish Mexico with tariffs until it restrains the flow of migrants rattled financial markets on Friday, and the Mexican government, American businesses and Republican lawmakers pressed Mr. Trump to back down.","Trump’s Tariff Threat Sends Mexico, Lawmakers and Businesses Scrambling"
"2019-04-30T09:00:11+0000","[For more coverage of race, sign up here to have our Race/Related newsletter delivered weekly to your inbox.]","Who Killed Atlanta’s Children?"
"2019-01-07T02:13:32+0000","REYNOSA, Mexico — As the human smugglers stalk the bus stations, migrant shelters and twisting streets of this Mexican border town, they have no trouble collecting clients like Julian Escobar Moreno.","Migrants’ Despair Is Growing at U.S. Border. So Are Smugglers’ Profits."
"2019-03-22T18:05:46+0000","WASHINGTON — President Trump undercut his own Treasury Department on Friday with a sudden announcement that he had rolled back newly imposed North Korea sanctions, appearing to overrule national security experts as a favor to Kim Jong-un, the North Korean leader.","Trump Overrules Own Experts on Sanctions, in Favor to North Korea"
"2019-01-14T22:59:06+0000","PARKERSBURG, W.Va. — On Day 20 of the partial government shutdown last week, a small band of federal workers, shivering in 25-degree weather, staged a rally to send what their organizer, Eric Engle, said was a message to Senator Shelley Moore Capito: “We need to end this shutdown. If it takes overriding the president, that’s what it takes.”","Republicans Are in Lock Step With Trump on Shutdown. But for How Long?"
"2019-02-19T11:39:58+0000","Senator Bernie Sanders, the Vermont independent and 2016 Democratic primary runner-up whose populist agenda has helped push the party to the left, embarked on Tuesday on a second run for president, in a bid that will test whether he retains his anti-establishment appeal or loses ground to newer faces who have adopted many of his ideas.","Bernie Sanders, Once the Progressive Outlier, Joins a Crowded Presidential Field"
"2019-01-30T10:00:12+0000","Howard Schultz, the former Starbucks chief executive contemplating an independent run for president, stated it as a plain matter of fact: For someone with his views — a distinctly white-collar blend of conservative fiscal instincts and liberal social values — there is no suitable political party.","Is There Room in 2020 for a Centrist Democrat? Maybe One or Two"
"2019-01-06T10:00:10+0000","HOLLAND, Mich. — Plants in every direction shut down and moved their operations to Mexico, succumbing to the relentless pressure to cut costs in an age of globalization. Not EBW Electronics. As the decades passed, the family-owned business stayed put on the eastern edge of Lake Michigan, churning out lights for the auto industry.","Trump Has Promised to Bring Jobs Back. His Tariffs Threaten to Send Them Away."
"2019-02-08T02:42:36+0000","WASHINGTON — The Supreme Court on Thursday blocked a Louisiana law that its opponents say could have left the state with only one doctor in a single clinic authorized to provide abortions.","Supreme Court Blocks Louisiana Abortion Law"
"2019-04-01T09:00:12+0000","MISSISSAUGA, Ontario — Search for Sheng Xue on Google in English and you will find the story of an award-winning writer who left China for Canada after the Tiananmen Square uprising and became one of the world’s leading advocates for Chinese democracy.","Chinese Dissidents Feel Heat of Beijing’s Wrath. Even in Canada."
"2019-03-18T20:41:19+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Only 7 Black Students Got Into Stuyvesant, N.Y.’s Most Selective High School, Out of 895 Spots"
"2019-03-21T17:25:32+0000","The man in charge of Saudi Arabia’s ruthless campaign to stifle dissent went searching for ways to spy on people he saw as threats to the kingdom. He knew where to go: a secretive Israeli company offering technology developed by former intelligence operatives.","A New Age of Warfare: How Internet Mercenaries Do Battle for Authoritarian Governments"
"2019-05-24T09:00:15+0000","OSSEO, Wis. — From the start, President Trump’s combative trade strategy toward China has carried the promise that short-term pain inflicted on farmers would be worth the longer-term gains for American producers, from agriculture to technology.","Pain of Tariffs Tests Farmers’ Faith in Trump: ‘How Long Is Short-Term?’"
"2019-03-09T16:43:37+0000","OAKLAND, Calif. — Nearly nine months after the Trump administration officially rescinded its policy of separating migrant families who have illegally crossed the border, more than 200 migrant children have been taken from parents and other relatives and placed in institutional care, with some spending months in shelters and foster homes thousands of miles away from their parents.","U.S. Continues to Separate Migrant Families Despite Rollback of Policy"
"2019-02-21T20:00:32+0000","RALEIGH, N.C. — North Carolina officials on Thursday ordered a new contest in the Ninth Congressional District after the Republican candidate, confronted by evidence that his campaign had financed an illegal voter-turnout effort, called for a new election.","New Election Ordered in North Carolina Race at Center of Fraud Inquiry"
"2019-03-17T19:06:23+0000","CHRISTCHURCH, New Zealand — Abdul Aziz was praying with his four sons in the Linwood Mosque when he heard the gunshots. Rather than run from the noise, he ran toward it, grabbed the first thing he could find — a credit card machine — and flung it at the attacker.","Quick Action, Near Miss and Courage in New Zealand Attacks"
"2019-03-05T17:34:34+0000","WASHINGTON — A formal condemnation of anti-Semitism that is up for a vote in the House this week has touched off a furious debate between older House Democrats and their young liberal colleagues over whether Representative Ilhan Omar is being singled out for unfair treatment over her statements on Israel.","House’s Anti-Semitism Resolution Exposes Generational Fight Over Ilhan Omar"
"2019-01-12T15:04:40+0000","STEVENS POINT, Wis. — Chancellor Bernie Patterson’s message to his campus was blunt: To remain solvent and relevant, his 125-year-old university needed to reinvent itself.","Students in Rural America Ask, ‘What Is a University Without a History Major?’"
"2019-01-08T08:00:06+0000","[What you need to know to start the day: Get New York Today in your inbox.]","‘I Love My Skin!’ Why Black Parents Are Turning to Afrocentric Schools "
"2019-02-22T02:33:49+0000","When the left sneaker of college basketball’s biggest star split open on national television Wednesday night 30 seconds into the biggest game of the season, what spilled out was not only his foot but also questions about the future of a marquee player and about the huge influence shoe companies hold over big-time college basketball.","A Star’s Shoe Breaks, Putting College Basketball Under a Microscope"
"2019-04-04T18:51:25+0000","WASHINGTON — President Trump said on Thursday that he planned to nominate Herman Cain, who abandoned his 2012 presidential bid in the face of escalating accusations of sexual misconduct, for a seat on the Federal Reserve Board.","Trump Says He Wants Herman Cain, Former Pizza Executive, for Fed Board"
"2019-01-31T20:22:43+0000","WASHINGTON — The Senate, in a bipartisan rebuke to President Trump’s foreign policy, voted overwhelmingly to advance legislation drafted by the majority leader to express strong opposition to the president’s withdrawal of United States military forces from Syria and Afghanistan.","Senate Rebukes Trump Over Troop Withdrawals From Syria and Afghanistan"
"2019-03-26T09:00:13+0000","WASHINGTON — The Air Force of three decades ago was a challenging place for women, especially those ambitious few with aspirations of becoming fighter pilots.","‘I, Too, Was a Survivor’: Senator McSally Ends Years of Silence"
"2019-02-23T23:00:04+0000","Chen Tianyong, a Chinese real estate developer in Shanghai, boarded a flight to Malta last month with no plans to return anytime soon.","China’s Entrepreneurs Are Wary of Its Future"
"2019-02-04T00:25:06+0000","CARACAS, Venezuela — Calls from world leaders were piling up. The prime minister of Denmark was trying to reach him. So, too, was Justin Trudeau.","Guaidó Steers Venezuela to a Perilous Crossroads"
"2019-01-06T08:00:06+0000","WAUWATOSA, Wis. — With astonishing range and rapidity, big-box retailers and corporate giants are using an aggressive legal tactic to shrink their property tax bills, a strategy that is costing local governments and school districts around the country hundreds of millions of dollars in lost revenue.","As Big Retailers Seek to Cut Their Tax Bills, Towns Bear the Brunt"
"2019-03-11T09:00:08+0000","Beto O’Rourke has driven alone across the plains, straining to find his emotional bearings — or at least a Pancake House in Liberal, Kan. He has collected an “El Pasoan of the Year” award, before a modest audience, and smiled coyly through an interview with Oprah Winfrey, before a bigger one.","Beto O’Rourke Moving Toward a 2020 Race He Could Upend, Ready or Not"
"2019-04-19T00:41:21+0000","WASHINGTON — As President Trump met with advisers in the Oval Office in May 2017 to discuss replacements for the F.B.I. director he had just fired, Attorney General Jeff Sessions slipped out of the room to take a call.","A Portrait of the White House and Its Culture of Dishonesty"
"2019-04-09T09:00:07+0000","PALM BEACH, Fla. — Behind the clipped hedges of President Trump’s sumptuous private clubs in South Florida, including his Mar-a-Lago estate where he has spent many getaway weekends, there has long been a built-in contradiction to the policy the president has repeatedly described as “America First.”","At Trump’s Florida Resort Empire, a Quiet Effort to Eliminate an Undocumented Work Force"
"2019-05-17T20:01:44+0000","WASHINGTON — Pressed this week to define President Trump’s goals in escalating military and economic pressure on Iran, one of his top foreign policy aides ticked through a familiar list: End the country’s support for terrorism, stop its missile launches and then, most important, keep Iran more than a year away from the capability to build a nuclear weapon.","To Contain Iran, Trump’s Newest Line in the Sand Looks a Lot Like Obama’s"
"2019-05-24T01:54:34+0000","Harvey Weinstein and his former studio’s board members have reached a tentative $44 million deal to resolve lawsuits filed by women who accused him of sexual misconduct and by the New York State attorney general, according to three people briefed on the matter.","Harvey Weinstein Is Said to Reach $44 Million Deal to Settle Lawsuits"
"2019-05-17T12:49:18+0000","WASHINGTON — President Trump agreed on Friday to lift tariffs on metal imports from Mexico and Canada, removing a major irritant for two important allies that in exchange agreed to stop punishing American farmers with their own taxes on pork, cheese and milk.","Trump Lifts Metal Tariffs and Delays Auto Levies, Limiting Global Trade Fight"
"2019-04-03T14:55:53+0000","The measles outbreak that led to a state of emergency in New York’s Rockland County began far away: in an annual Hasidic pilgrimage from Israel to Ukraine.","Scientists Thought They Had Measles Cornered. They Were Wrong."
"2019-01-24T14:33:17+0000","CARACAS, Venezuela — The embattled government of Venezuela struck back against its opponents on Thursday, winning strong support from the country’s armed forces and the solid backing of Russia, which warned the United States not to intervene.","Russia Warns U.S. Not to Intervene in Venezuela as Military Backs Maduro"
"2019-03-02T15:48:00+0000","JERUSALEM — The pre-Sabbath rush was on at Reuven and Negina Abramove’s grocery store in Rehovot, a city that’s been called Israel’s Ohio for its tendency to mirror the results of national elections. But the proprietors were stuck on the unthinkable: Israel without Benjamin Netanyahu as prime minister.","Can Israel Survive Without Netanyahu? Israelis Imagine the Future"
"2019-03-02T10:00:06+0000","She was 49, a recent immigrant and deeply in debt to a loan shark back home in China when she answered an employment ad three years ago that promised thousands of dollars a month, but offered no job description. She realized too late that she had been tricked into working at a massage parlor in Flushing, Queens, where besides kneading backs, she was expected to sexually service up to a dozen men a day.","Behind Illicit Massage Parlors Lie a Vast Crime Network and Modern Indentured Servitude"
"2019-03-31T19:41:08+0000","OUAGADOUGOU, Burkina Faso — Russia has been steadily expanding its military influence across Africa, alarming Western officials with increasing arms sales, security agreements and training programs for unstable countries or autocratic leaders.","Russia’s Military Mission Creep Advances to a New Front: Africa"
"2019-03-08T15:27:20+0000","Follow our live coverage of the women’s soccer U.S. vs. Sweden Olympic match.","U.S. Women’s Soccer Team Sues U.S. Soccer for Gender Discrimination"
"2019-01-12T02:07:08+0000","WASHINGTON — President Trump has stepped back from declaring a national emergency to pay for a border wall, under pressure from congressional Republicans, his own lawyers and advisers, who say using it as a way out of the government shutdown does not justify the precedent it would set and the legal questions it could raise.","Trump Pulls Back From Declaring a National Emergency to Fund a Wall"
"2019-02-14T10:00:08+0000","GUATEMALA CITY — As fire swept through the classroom, the pleas from the 56 girls locked inside began to fade.","A Locked Door, a Fire and 41 Girls Killed as Police Stood By"
"2019-03-10T21:18:36+0000","JERUSALEM — In his increasingly uphill re-election battle, Prime Minister Benjamin Netanyahu’s secret weapon is no secret.","Netanyahu-Trump Partnership Is Stronger Than Ever. Are These Its Final Days?"
"2019-02-15T15:50:38+0000","WASHINGTON — President Trump declared a national emergency on the border with Mexico on Friday in order to access billions of dollars that Congress refused to give him to build a wall there, transforming a highly charged policy dispute into a confrontation over the separation of powers outlined in the Constitution.","Trump Declares a National Emergency, and Provokes a Constitutional Clash"
"2019-05-19T15:30:51+0000","Over the last two weeks, a Staten Island man named James received an unexpected FedEx delivery. Then a certified letter. His phone rang constantly with calls from people on the 13th floor of Police Headquarters in Lower Manhattan. A taxi was parked outside his home, waiting for him.","Why a Witness to Eric Garner’s Death Is Giving Up on ‘Justice’"
"2019-02-13T18:05:43+0000","[What you need to know to start the day: Get New York Today in your inbox.]","‘Friendly Fire’ Killing of Detective: 42 Shots, 7 Officers, 11 Seconds"
"2019-04-28T16:25:36+0000","KATTANKUDY, Sri Lanka — When the Wahhabis came, with their austere ideology and abundant coffers, the town of Kattankudy yielded fertile ground.","Sri Lanka Attacks: Hometown of Accused Mastermind Was Fertile Ground for Extremism"
"2019-01-20T17:29:19+0000","WASHINGTON — President Trump attacked Speaker Nancy Pelosi on Sunday for rejecting his proposal to end the partial government shutdown, as he and Republican leaders in Congress sought to put Democrats on defense, a place they have rarely been during the shutdown stalemate.","Republicans Push Trump Immigration Plan, Seeking to Corner Democrats on Shutdown"
"2019-03-12T10:17:23+0000","LONDON — Britain hurtled into unknown political territory on Tuesday when Parliament, for the second time, rejected Prime Minister Theresa May’s plan to quit the European Union, leaving her authority in tatters and the country seemingly rudderless just 17 days before its scheduled departure from the bloc.","New Brexit Defeat Plunges U.K.’s Theresa May Into Crisis"
"2019-04-30T09:00:13+0000","Barely two months ago, when Pete Buttigieg, the mayor of South Bend, Ind., was rating no higher than 1 or 2 percent in national polls, he had a well-worn punch line he used as he pitched himself in living rooms and conference rooms where many of the guests were, like him, young, male and gay.","As Buttigieg Builds His Campaign, Gay Donors Provide the Foundation"
"2019-05-15T20:12:50+0000","WASHINGTON — President Trump on Thursday will unveil a plan to overhaul parts of the nation’s immigration system that would impose new security measures at the border and significantly increase the educational and skills requirements for people allowed to migrate to the United States.","Trump Immigration Proposal Emphasizes Immigrants’ Skills Over Family Ties"
"2019-05-05T17:14:38+0000","WASHINGTON — President Trump, emboldened by a strong American economy and wary of criticism that an evolving trade deal with China would not adequately benefit the United States, threatened on Sunday to impose more punishing tariffs on Chinese goods in an attempt to force additional concessions in a final agreement.","Trump Threatens China With More Tariffs Ahead of Final Trade Talks"
"2019-04-16T01:45:44+0000","WASHINGTON — The bad blood started early.","The Rematch: Bernie Sanders vs. a Clinton Loyalist"
"2019-04-10T22:33:03+0000","WASHINGTON — Attorney General William P. Barr said on Wednesday that he would scrutinize the F.B.I.’s investigation of the Trump campaign’s ties to Russia, including whether “spying” conducted by American intelligence agencies on the campaign’s associates had been properly carried out.","Barr Asserts Intelligence Agencies Spied on the Trump Campaign"
"2019-03-23T11:35:38+0000","Even as the special counsel, Robert S. Mueller III, submitted his confidential report to the Justice Department on Friday, federal and state prosecutors are pursuing about a dozen other investigations that largely grew out of his work, all but ensuring that a legal threat will continue to loom over the Trump presidency.","As Mueller Report Lands, Prosecutorial Focus Moves to New York"
"2019-04-24T20:21:08+0000","SAN FRANCISCO — Facebook said on Wednesday that it expected to be fined up to $5 billion by the Federal Trade Commission for privacy violations. The penalty would be a record by the agency against a technology company and a sign that the United States was willing to punish big tech companies.","Facebook Expects to Be Fined Up to $5 Billion by F.T.C. Over Privacy Issues"
"2019-01-14T01:54:09+0000","WASHINGTON — Senior Pentagon officials are voicing deepening fears that President Trump’s hawkish national security adviser, John R. Bolton, could precipitate a conflict with Iran at a time when Mr. Trump is losing leverage in the Middle East by pulling out American troops.","Pentagon Officials Fear Bolton’s Actions Increase Risk of Clash With Iran"
"2019-01-16T10:48:31+0000","LONDON — Prime Minister Theresa May narrowly survived a vote of no-confidence in Parliament on Wednesday, but that did little to quell the turmoil gripping the British government over her plan to leave the European Union, coming a day after she suffered a historic defeat on that proposal.","Theresa May Survives No-Confidence Vote in British Parliament"
"2019-05-15T18:48:19+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Proposed Fur Ban in New York Pits Animal Rights Advocates Against Black Ministers"
"2019-01-18T19:49:12+0000","WASHINGTON — President Trump will meet with North Korea’s leader, Kim Jong-un, in late February, the White House announced on Friday, renewing a high-level diplomatic dialogue that has eased tensions with a rogue nuclear state but has shown no progress in eliminating its nuclear arsenal.","Trump and Kim Jong-un to Hold Second Summit Meeting Next Month"
"2019-02-05T00:57:47+0000","WASHINGTON — President Trump’s legislative path to a border wall has narrowed significantly on the eve of Tuesday’s State of the Union speech, and his fallback plan to circumvent Congress by declaring a state of emergency could create a major division in his own party.","Trump’s Options for Wall Shrink as Republicans Balk at National Emergency Declaration"
"2019-02-25T03:00:13+0000","BRIGHTON, England — Alex McIntyre was raised on budget cuts.","‘Austerity, That’s What I Know’: The Making of a Young U.K. Socialist"
"2019-03-26T15:30:45+0000","CHICAGO — In a startling about-face on Tuesday that drove a rift between Mayor Rahm Emanuel and local prosecutors, the Cook County State’s Attorney’s Office dropped all charges against the “Empire” actor Jussie Smollett, who had been accused of staging a hate crime attack in the city’s downtown in January.","Jussie Smollett’s Charges Are Dropped, Angering Mayor and Police"
"2019-05-30T10:08:33+0000","JERUSALEM — After the spectacular collapse of Prime Minister Benjamin Netanyahu’s attempt to build a coalition threw Israel into an unprecedented do-over election, Israeli public attention on Thursday was glued to two politicians.","In Israel’s New Election Campaign, Right Battles Right"
"2019-03-19T09:00:13+0000","KUWAIT CITY — The United States’ attempts to isolate Iran, including by punishing Iraqi militias and politicians who are supported by Iranian officials, has deepened tensions not only between Washington and Baghdad but also within the Trump administration.","U.S. Pressures Iraq Over Embrace of Militias Linked to Iran"
"2019-01-04T10:00:09+0000","A blockbuster jobs report and reassuring comments from the Federal Reserve chairman reminded investors Friday to relish, at least for now, the economy’s undeniable strengths.","Strong Hiring and Fed Chief’s Reassurance on Rates Delight Investors"
"2019-05-06T19:24:56+0000","WASHINGTON — President Trump’s top economic advisers on Monday accused China of reneging on previous commitments to resolve a monthslong trade war and said Mr. Trump was prepared to prolong the standoff to force more significant concessions from Beijing.","Trump Advisers Accuse China of Reneging on Trade Commitments"
"2019-04-22T16:30:28+0000","WASHINGTON — President Trump announced Monday that Herman Cain, one of his two embattled picks for the Federal Reserve Board, had withdrawn his name from consideration, even as his second candidate came under new scrutiny over his attitudes toward women.","As Herman Cain Bows Out of Fed Contention, Focus Shifts to Stephen Moore"
"2019-02-01T00:55:58+0000","SAN FRANCISCO — When Facebook employees woke up on Wednesday morning, many found they could not perform even the most basic work tasks.","Apple Shows Facebook Who Has the Power in an App Dispute"
"2019-03-25T22:59:46+0000","WASHINGTON — President Trump and his Republican allies went on the offensive on Monday, vowing to pursue and even punish those responsible for the Russia investigation now that the special counsel has wrapped up without implicating him or his campaign in a criminal conspiracy to influence the 2016 election.","Trump and Republicans Seek to Turn the Tables in Post-Mueller Washington"
"2019-05-04T12:42:20+0000","DUBUQUE, Iowa — As Joseph R. Biden Jr. made his way across Iowa on his first trip as a 2020 presidential candidate, the former vice president repeatedly returned to one term — aberration — when he referred to the Trump presidency.","Biden Thinks Trump Is the Problem, Not All Republicans. Other Democrats Disagree."
