"pub_date","lead_paragraph","main"
"2019-12-19T19:32:30+0000","SEATTLE — For tens of millions of Americans, it is so routine that they don’t think twice.","Prime Power: How Amazon Squeezes the Businesses Behind Its Store"
"2019-11-20T19:10:06+0000","WASHINGTON — Americans are moving at the lowest rate since the government started keeping track, according to Census Bureau data released on Wednesday, as deep changes in the economy and the housing market increasingly freeze Americans in place.","Frozen in Place: Americans Are Moving at the Lowest Rate on Record"
"2019-11-24T10:00:13+0000","ST. LOUIS — Milton Green was in the driveway of his home on St. Louis’s North Side one night when he suddenly found the barrel of a gun pointed in his direction. Right away, his police training kicked in: He pulled a badge from beneath his T-shirt and grabbed ahold of his service weapon, a 9-millimeter Beretta.","A White Officer Shoots a Black Colleague, Deepening a Racial Divide"
"2019-12-17T10:00:31+0000","They were the coaches who could make you or break you, demanding legends of the 1980s and 1990s who controlled a launchpad from New York City’s streets to college and the pros that catapulted future stars like Ron Artest and Kenny Anderson.","Coaching Legends Were Accused of Abuse. Will Someone Finally Pay?"
"2019-11-26T10:00:28+0000","ATLANTA — The night before Democratic presidential candidates took to a debate stage here last week, black and Latino charter school parents and supporters gathered in a bland hotel conference room nearby to make signs they hoped would get the politicians’ attention.","Minority Voters Chafe as Democratic Candidates Abandon Charter Schools"
"2019-12-11T07:00:18+0000","BRUSSELS — One morning this spring, lawmakers crowded into a committee room filled with staffers, lobbyists and environmentalists to vote on a flurry of bills that would set the course for the European Union’s $65-billion-a-year farm policy.","Who Keeps Europe’s Farm Billions Flowing? Often, Those Who Benefit"
"2019-12-22T05:01:12+0000","SOFIA, Bulgaria — The Russian assassin used an alias, Sergei Fedotov, and slipped into Bulgaria unnoticed, checking into a hotel in Sofia near the office of a local arms manufacturer who had been selling ammunition to Ukraine. ","How a Poisoning in Bulgaria Exposed Russian Assassins in Europe"
"2019-12-29T20:25:09+0000","SAN FRANCISCO — Christine Johnson, a public-finance consultant with an engineering degree, was running for a seat on the San Francisco Board of Supervisors. ","California Is Booming. Why Are So Many Californians Unhappy?"
"2019-11-07T15:01:17+0000","MOSCOW — The Lebedev Physics Institute in Moscow helped the Soviet Union detonate its first nuclear bomb, figured out how to build a hydrogen bomb and has stood for decades in the vanguard of Russian scientific achievement. Seven of its scientists have won Nobel Prizes.","Russia Raided a Physics Institute. Kremlin Watchers Are Mystified."
"2019-12-03T23:27:47+0000","LONDON — President Trump left the global economy unsettled on Tuesday when he threatened NATO allies and suggested that he could wait a year to reach a trade agreement with China, sending stock markets swooning. ","Trump Inflames the Trade Wars, Again"
"2019-11-29T17:31:11+0000","KABUL, Afghanistan — After abruptly axing nearly a year of delicate peace talks with the Taliban in September, President Trump put the negotiations back on the front-burner this week in a similarly jolting fashion by seeming to demand a cease-fire that his negotiators had long concluded was overly ambitious.","In Afghanistan, Trump Creates Confusion Over U.S. Policy on Taliban"
"2019-11-06T05:29:56+0000","BANGKOK — The denunciations have swirled through Thailand’s gilded palaces with the rhetorical extravagance of a Shakespearean history.","‘Extremely Evil Misconduct’: Thailand’s Palace Intrigue Spills Into View"
"2019-11-02T09:00:15+0000","Dwight D. Eisenhower and Richard M. Nixon turned to Billy Graham, the evangelist so ubiquitous he was known as America’s Preacher. Barack Obama turned to Rick Warren, the author of “The Purpose Driven Life,” which was the best-selling nonfiction hardback in American history after the Bible. ","Paula White, Newest White House Aide, Is a Uniquely Trumpian Pastor"
"2019-12-19T22:03:40+0000","WASHINGTON — In the final days of negotiations over President Trump’s new North American trade deal, Robert Lighthizer, the top trade negotiator, made one more attempt to pressure House Democrats to get on board with the pact. He called Speaker Nancy Pelosi on Saturday saying he had booked a flight to Mexico to sign the revised trade agreement.","How a Trump Trade Pact Won Over Democrats"
"2019-11-29T19:06:49+0000","WASHINGTON — Late last month, as damaging revelations about President Trump began piling up in the impeachment inquiry, conservative commentators and activists, including one of the president’s sons, trained their anger on an unlikely target: Senator Lindsey Graham, Republican of South Carolina. ","Where’s Lindsey? After G.O.P. Outcry, Graham Emerges as a Trump Defender"
"2019-12-02T11:32:57+0000","WASHINGTON — President Trump said on Monday that he would impose tariffs on steel and aluminum from Brazil and Argentina, a move that would shatter previous agreements with those countries and widen a global trade war that the president had appeared ready to scale back.","Trump Says U.S. Will Impose Metal Tariffs on Brazil and Argentina"
"2019-12-24T13:43:28+0000","EDNA, Texas — Early on the morning of June 20, 2018, Joe Hermes got a call from an executive in Walmart’s corporate offices. The caller was breaking some bad news: After 36 years, Walmart was closing its Edna store.","The Town That Lost Its Walmart"
"2019-12-24T16:55:53+0000","Since Boeing’s 737 Max jet was grounded in March, after two crashes killed 346 people, a question has loomed for the company: Would passengers be too scared to fly on the plane once it returned to the air? ","Boeing Can’t Fly Its 737 Max, but It’s Ready to Sell Its Safety"
"2019-12-09T01:54:26+0000","The investigation into the fatal shooting last week at a Navy training center in Florida was officially characterized as a terrorism inquiry on Sunday, as new details emerged about the Saudi Air Force trainee who killed three sailors on the base where he was a visiting student.","Pensacola Attack Probed for Terrorism Link. Saudi Suspect Clashed With Instructor."
"2019-11-07T04:15:26+0000","Days after a decorated Army lieutenant colonel offered damaging testimony about President Trump’s conduct on a July phone call with Ukraine’s leader, Mr. Trump stood on the South Lawn and issued a vague but ominous warning.","Trump’s Twitter War Room Aims Its Punches at Decorated Colonel"
"2019-12-23T15:45:52+0000","Senator Chuck Schumer said on Monday that newly released emails showing that military aid to Ukraine was suspended 90 minutes after President Trump demanded “a favor” from Ukraine’s president were “explosive.” They strengthened, he said, Democratic demands for far more internal administration documents ahead of Mr. Trump’s impeachment trial.","Fresh Evidence in Hand, Schumer Demands More Emails and Documents"
"2019-12-28T19:58:56+0000","WASHINGTON — In just three years, the Trump administration has diminished the role of science in federal policymaking while halting or disrupting research projects nationwide, marking a transformation of the federal government whose effects, experts say, could reverberate for years.","Science Under Attack: How Trump Is Sidelining Researchers and Their Work"
"2019-12-04T19:20:51+0000","WASHINGTON — The House of Representatives on Wednesday opened a critical new phase of the impeachment proceedings against President Trump, featuring legal scholars vigorously debating whether his conduct and the available evidence rose to the constitutional threshold necessary for his removal from office.","Scholars Call Trump’s Actions on Ukraine an Impeachable Abuse of Power"
"2019-11-27T23:16:05+0000","WEST PALM BEACH, Fla. — President Trump on Wednesday signed tough legislation that authorizes sanctions on Chinese and Hong Kong officials responsible for human rights abuses in Hong Kong, signaling support for pro-democracy activists and escalating tensions with Beijing as Mr. Trump tries to negotiate a trade deal with Chinese leaders. ","Trump Signs Hong Kong Democracy Legislation, Angering China"
"2019-11-21T02:44:07+0000","The Democratic presidential candidates yielded to the furor surrounding the impeachment inquiry in Washington in their primary debate on Wednesday, for the first time training their fire more steadily on President Trump than on one another and presenting a largely united front on vital issues like climate change and abortion rights.","With Impeachment as Backdrop, Democrats Direct Fire at Trump in Debate"
"2019-12-30T14:31:03+0000","KASHGAR, China — The order from Chinese officials was blunt and urgent. Villagers from Muslim minorities should be pushed into jobs, willing or not. Quotas would be set and families penalized if they refused to go along.","Inside China’s Push to Turn Muslim Minorities Into an Army of Workers"
"2019-12-22T10:00:13+0000","","At Boeing, C.E.O.’s Stumbles Deepen a Crisis"
"2019-11-22T10:00:21+0000","PORTSMOUTH, Ohio — Dylan Groves had suffered tremendously long before his tiny body was found in June at the bottom of a 30-foot well, decomposed and wrapped in plastic bags. He had been born a few months earlier with several drugs in his system, and had spent his first days in the care of a foster mother who had cuddled him while he shook and sweated through withdrawal.","The Parents Passed a Drug Test. Should They Get Their Children Back?"
"2019-11-21T01:33:28+0000","WASHINGTON — Gordon D. Sondland had not even finished his testimony on Wednesday before it was being called the “John Dean moment” of the President Trump impeachment drama. With the presidency on the line, a once-trusted lieutenant pointed the finger at Mr. Trump in a proceeding that could lead to Watergate-style charges of high crimes and misdemeanors. ","In an Echo of Watergate and John Dean, an Adviser Points to Trump"
"2019-12-12T00:52:44+0000","After first saying that a deadly rampage at a New Jersey kosher market was random, the authorities disclosed on Wednesday that one of the two attackers had published anti-Semitic posts online and had, in fact, targeted the site.","Jersey City Shooting: Suspect in Attack Wrote Anti-Semitic Posts"
"2019-12-07T00:42:56+0000","PENSACOLA, Fla. — A member of the Saudi Air Force armed with a handgun fatally shot three people and injured eight others on Friday morning during a bloody rampage in a classroom building at the prestigious Naval Air Station in Pensacola, Fla., where he was training to become a pilot.","Six Saudis Said to Be Questioned After Pensacola Navy Base Shooting"
"2019-12-15T10:30:16+0000","SEATTLE — Elastic, a software start-up in Amsterdam, was rapidly building its business and had grown to 100 employees. Then Amazon came along.","Prime Leverage: How Amazon Wields Power in the Technology World"
"2019-11-22T02:10:08+0000","WASHINGTON — In recent days, lawmakers were told that when President Trump ramped up his campaign to pressure Ukraine into helping him against his domestic political rivals, he directed advisers to his personal lawyer. “Talk with Rudy,” he instructed. But one thing lawmakers will not do is talk with Rudy.","The Impeachment Witnesses Not Heard"
"2019-12-21T00:55:32+0000","WASHINGTON — Shattering convention, he held open a Supreme Court seat for 11 months. He twice changed Senate rules to create a record-setting assembly line of conservative federal judicial confirmations. He has been ruthless in his control of the Senate floor, denying Republicans and Democrats alike much opportunity to debate legislation.","Mitch McConnell, Master of the Blockade, Plots Impeachment Strategy"
"2019-11-28T15:40:20+0000","DENISON, Iowa — Pete Buttigieg likes a crisp white button-down — no fuss, no flash — and his favorite novel is by a man who died in 1941. ","O.K., Mayor: Why 37-Year-Old Pete Buttigieg Is Attracting Boomers"
"2019-11-21T00:37:08+0000","WASHINGTON — Secretary of State Mike Pompeo has for months deflected questions about whether the Trump administration demanded political favors from Ukraine in exchange for military aid. He has refused to explain why he recalled the American ambassador, declared that it was “inappropriate” for his diplomats to testify before Congress and declined to hand over documents to impeachment investigators. ","Pompeo Emerges as a Major Trump Enabler in Ukraine Affair"
"2019-12-03T08:00:11+0000","TUMXUK, China — In a dusty city in the Xinjiang region on China’s western frontier, the authorities are testing the rules of science.","China Uses DNA to Map Faces, With Help From the West"
"2019-12-20T10:00:34+0000","BELÉM, Brazil — The masked gunmen pulled up to Wanda’s Bar at 3:49 p.m. on May 19 and began firing the moment they left their vehicles. Two people, including Wanda herself, died on the patio.","Where the Police Wear Masks, and the Bodies Pile Up Fast"
"2019-11-24T19:02:38+0000","CONCORD, N.H. — One after another, voters at a recent campaign event here for former Vice President Joseph R. Biden Jr. expressed utter comfort with the centerpiece of his health care platform: an idea once so controversial that Democrats had to drop it from the Affordable Care Act to get the landmark law passed.","‘Public Option’ Draws Voters Unsure About ‘Medicare for All’"
"2019-11-21T20:34:42+0000","WASHINGTON — A former White House Russia expert on Thursday sharply denounced a “fictional narrative” embraced by President Trump and his Republican allies that Ukraine, not Russia, interfered in the 2016 election, testifying that the claim was a fabrication by Moscow that had harmed the United States.","Fiona Hill Testifies ‘Fictions’ on Ukraine Pushed by Trump Help Russia"
"2019-12-30T10:00:20+0000","The overhaul of the federal tax law in 2017 was the signature legislative achievement of Donald J. Trump’s presidency. ","How Big Companies Won New Tax Breaks From the Trump Administration"
"2019-12-26T08:00:23+0000","At 3 o’clock one recent Friday afternoon on the Upper East Side of Manhattan, three blocks from the mayor’s residence at Gracie Mansion, a woman named Rosa approached an elegant prewar building where apartments rent for $13,500 per month. ","Where Rent Is $13,500, She Lives Off What’s Left at the Curb"
"2019-12-19T01:39:04+0000","WASHINGTON — It’s not as if anyone was expecting a normal Wednesday to materialize on Capitol Hill. Presidents don’t get impeached every day, just like they generally don’t write six-page harangues charging Democrats with “declaring open war on American Democracy”(that was Tuesday) or tweet that Speaker Nancy Pelosi’s “teeth were falling out of her mouth” (that was Sunday).","Impeachment Day in Washington: History Emerges From the Routine Chaos"
"2019-11-25T22:57:14+0000","WASHINGTON — The former White House counsel Donald F. McGahn II must testify before House impeachment investigators about President Trump’s efforts to obstruct the Mueller inquiry, a judge ruled on Monday, saying that senior presidential aides must comply with congressional subpoenas and calling the administration’s arguments to the contrary “fiction.”","Donald McGahn Must Testify to Congress, Judge Rules; Administration Will Appeal"
"2019-11-17T10:00:10+0000","Two days before Senator Elizabeth Warren rolled out a fundamental reimagining of America’s health care and tax system — a $20.5 trillion package that would dwarf all her previous plans combined — she was working the phones to personally preview her proposal and sell it to a select group of political influencers.","How Elizabeth Warren Got to ‘Yes’ on Medicare for All"
"2019-11-02T00:11:40+0000","WASHINGTON — It was a vivid scene worthy of the ending of a Hollywood thriller, the image of a ruthless terrorist mastermind finally brought to justice “whimpering and crying and screaming all the way” to his death. But it may be no more true than a movie script.","The ‘Whimpering’ Terrorist Only Trump Seems to Have Heard"
"2019-12-03T18:51:37+0000","WASHINGTON — House Democrats on Tuesday asserted that President Trump abused his power by pressuring Ukraine to help him in the 2020 presidential election, releasing an impeachment report that found the president “placed his own personal and political interests above the national interests of the United States.” ","Impeachment Report Says Trump Solicited Foreign Election Interference"
"2019-11-04T14:28:33+0000","Follow our live coverage of Marie Yovanovitch’s public hearing in the impeachment inquiry.","Ex-Ukraine Ambassador Testified She Felt Threatened by Trump"
"2019-12-05T08:00:20+0000","The man known as the Taxi King arrived at his 2014 holiday party in a $384,000 Ferrari, wearing a custom Italian suit. He told the guests whom he had invited to an upscale  Manhattan club — including executives, politicians and celebrities — that he had flown in from Saint-Jean-Cap-Ferrat, a town in the French Riviera where he owned two villas.","The Epic Rise and Hard Fall of New York’s Taxi King"
"2019-11-12T18:56:44+0000","For five years, Sunil Solankey, a retired captain in the Indian Army, had run the 20-room Four Sight Hotel in a New Delhi suburb. Business was steady, but he longed to make the establishment a destination for lucrative business travelers. ","The SoftBank Effect: How $100 Billion Left Workers in a Hole"
"2019-11-09T16:40:13+0000","COUNCIL BLUFFS, Iowa — Jackie Wellman worries that Senators Bernie Sanders and Elizabeth Warren are too liberal to defeat President Trump, thinks Mayor Pete Buttigieg of South Bend, Ind., may be too inexperienced and, while she is fond of Joseph R. Biden Jr., she is also uneasy about his tendency to misspeak. “I am worried about the top four candidates because they all have issues,” said Ms. Wellman, a 54-year-old Iowa caucusgoer from West Des Moines who likes Senator Amy Klobuchar.","‘I’d Consider Anybody’: Democrats Like Their 2020 Candidates, and Yet ..."
"2019-12-01T19:27:56+0000","WASHINGTON — House Democrats return to Washington on Monday facing a difficult choice: Should they hand President Trump a victory in the midst of a heated impeachment battle or walk away from one of the most progressive trade pacts ever negotiated by either party?","Trump’s Trade Deal Steals a Page From Democrats’ Playbook"
"2019-12-29T08:00:15+0000","It began almost playfully, like tiny hiccups in her mind. She would forget she had already changed the sheets and change them again, or repeat a thought in the same breath.","Sweethearts Forever. Then Came Alzheimer’s, Murder and Suicide."
"2019-12-01T01:47:50+0000","He was limp and dusty from an explosion, conscious but barely. A far cry from the fierce, masked Islamic State fighters who once seized vast swaths of Iraq and Syria, the captive was a scraggly teenager in a tank top with limbs so thin that his watch slid easily off his wrist. ","Trump’s Intervention in SEALs Case Tests Pentagon’s Tolerance"
"2019-12-24T15:45:13+0000","VARANASI, India — Nidhi Tiwari is an upper-caste Hindu. She voted for India’s prime minister, Narendra Modi, in the last election. She lives in Mr. Modi’s constituency, Varanasi, a holy Hindu city. She was, up until last week, one of the millions of bricks in his base. ","As Protests Flare in India, Modi Plays a New Position: Defense"
"2019-12-12T10:00:20+0000","Nicholas Feliciano was hauled into a holding pen at Rikers Island on the night before Thanksgiving, after a brawl broke out among detainees at the jail. His lip had been gashed and his friend Alfonso Martinez had been stabbed. ","‘They Saw Him Hanging and Did Nothing’: A Teen’s Agony in Rikers"
"2019-12-27T05:01:09+0000","[Watch a special Times documentary featuring combat video and confidential interviews with the Navy SEALs who accused their chief of war crimes, streaming on Hulu.]","Anguish and Anger From the Navy SEALs Who Turned In Edward Gallagher"
"2019-11-11T22:41:20+0000","WASHINGTON — The Trump administration is preparing to significantly limit the scientific and medical research that the government can use to determine public health regulations, overriding protests from scientists and physicians who say the new rule would undermine the scientific underpinnings of government policymaking.","E.P.A. to Limit Science Used to Write Public Health Rules"
"2019-12-22T23:09:37+0000","DARA SAKOR, Cambodia — The airstrip stretches like a scar through what was once unspoiled Cambodian jungle.","A Jungle Airstrip Stirs Suspicions About China’s Plans for Cambodia"
"2019-12-26T22:02:46+0000","It’s Dec. 17 and a customer at the Old Navy on 18th Street and Sixth Avenue in Manhattan has a problem: She’s looking to get matching Jingle Jammies for her family but can’t find a size 3T for her son.","Her Job Requires 7 Apps. She Works Retail."
"2019-11-18T10:00:14+0000","WASHINGTON — Peter Brimelow, the founder of the anti-immigration website VDARE, believes that diversity has weakened the United States, and that the increase in Spanish speakers is a “ferocious attack on the living standards of the American working class.” ","The White Nationalist Websites Cited by Stephen Miller"
"2019-11-07T10:57:55+0000","WASHINGTON — The United States and China have agreed that an initial trade deal between the two countries would roll back a portion of the tariffs they are placing on each other’s products, officials from both countries said, a significant step toward defusing tensions between the world’s largest economies.","U.S. and China Agree to Roll Back Some Tariffs if Deal Is Struck"
"2019-11-18T02:30:20+0000","Ford Motor’s latest offering seems like an oxymoron twice over: It’s a sport utility vehicle that’s electric … that’s a Mustang.","Ford Wants to Sell You an Electric S.U.V. It’s Called a Mustang."
"2019-12-30T23:25:18+0000","Iraq has been caught for years in a tug of war between its two most powerful patrons, the United States and Iran. In recent months, public opinion began to tilt against Iran, with street protests demanding an end to Tehran’s pervasive influence.","American Airstrikes Rally Iraqis Against U.S."
"2019-11-30T11:00:18+0000","BALTIMORE — Another big Prime Air 767 takes off from Baltimore-Washington International Airport — where Amazon’s shipping last year eclipsed that of FedEx and U.P.S. put together — and wheels above the old industrial city. Below, the online giant seems to touch every niche of the economy, its ubiquity and range breathtaking.","Prime Mover: How Amazon Wove Itself Into the Life of an American City"
"2019-12-01T17:00:57+0000","WASHINGTON — Jay Sekulow is a real lawyer, and he plays one on TV.","Trump’s Other Personal Lawyer: Close to the Right, but Far From Giuliani"
"2019-11-15T20:56:30+0000","COCHABAMBA, Bolivia — In the days since the ouster of Evo Morales, Bolivia’s first Indigenous president, deep ethnic tensions that have long divided the country have erupted, complicating efforts to move Bolivia out of political crisis. ","Ethnic Rifts in Bolivia Burst Into View With Fall of Evo Morales"
"2019-11-08T18:00:08+0000","A form of vitamin E has been identified as a “very strong culprit” in lung injuries related to vaping THC, health officials reported on Friday, a major advance in a frightening outbreak that has killed 40 people and sickened 2,051. ","Vaping Illnesses Are Linked to Vitamin E Acetate, C.D.C. Says"
"2019-11-19T13:46:08+0000","The night that Jeffrey Epstein hanged himself in a Manhattan jail, one of the guards on duty was catching up on sports news and looking at motorcycle sales on a government computer. The other spent time shopping online for furniture. For about two hours, they appeared to be asleep at a desk just 15 feet away from Mr. Epstein’s cell.","Guards Accused of Napping and Shopping Online the Night Epstein Died"
"2019-11-14T17:45:18+0000","SAN JUAN, P.R. — It was 11 p.m. on the Friday after Election Day, and two likely candidates to be New York City’s next mayor — Corey Johnson, the Council speaker, and Ruben Diaz Jr., the Bronx borough president — were deep in conversation under purple-lit palms outside a beachfront hotel.","The Tropical Conclave Where Politicians and Lobbyists Go to Make Deals"
"2019-11-01T18:48:11+0000","For decades, Barneys New York epitomized a certain kind of aspirational Manhattan cool. ","Barneys Is Sold for Scrap, Ending an Era"
"2019-11-04T16:02:18+0000","The woman’s genetic profile showed she would develop Alzheimer’s by the time she turned 50.","Why Didn’t She Get Alzheimer’s? The Answer Could Hold a Key to Fighting the Disease"
"2019-11-14T17:10:02+0000","The last two impeachment investigations of the past half-century began with a third-rate burglary and an extramarital affair. They quickly expanded to question the credibility and ethics of the president, but never touched on America’s national interests in the weightiest geopolitical confrontations of their eras.","Trump’s Choice: National Security or Political Obsession"
"2019-11-21T16:03:25+0000","Former Vice President Joseph R. Biden Jr. has 154 endorsements from current or former black or Hispanic elected officials. Senator Kamala Harris has 93. Senator Bernie Sanders has 91. Senator Cory Booker has 50. Senator Elizabeth Warren has 43.","Pete Buttigieg Is in Bad Shape With Black Democrats. Here’s Why."
"2019-11-25T18:41:14+0000","Russia’s flouting of antidoping rules is so severe that the country should be barred from global sporting events, including the Olympics, for four years, according to a recommendation sent to the world’s top antidoping regulator.","WADA Committee Recommends Russia Face New Olympic Ban"
"2019-11-11T16:01:41+0000","RICHMOND, Va. — Nine months ago, Democrats at every stratum in Virginia called on Gov. Ralph Northam to resign over a racist photograph on his medical school yearbook page.","From Pariah to Powerhouse: Ralph Northam’s Unlikely Rebirth in Virginia"
"2019-11-03T07:55:20+0000","CSAKVAR, Hungary — Under Communism, farmers labored in the fields that stretch for miles around this town west of Budapest, reaping wheat and corn for a government that had stolen their land.","The Money Farmers: How Oligarchs and Populists Milk the E.U. for Millions"
"2019-12-31T08:59:27+0000","BAGHDAD — Protesters broke into the heavily guarded compound of the United States Embassy in Baghdad on Tuesday and set fires inside in anger over American airstrikes that killed 24 members of an Iranian-backed militia over the weekend.","Protesters Attack U.S. Embassy in Iraq, Chanting ‘Death to America’"
"2019-11-29T10:00:39+0000","WASHINGTON — In early November, a few days after Senator Kamala Harris’s presidential campaign announced widespread layoffs and an intensified focus on Iowa, her senior aides gathered for a staff meeting at their Baltimore headquarters and pelted the campaign manager, Juan Rodriguez, with questions.","How Kamala Harris’s Campaign Unraveled"
"2019-11-27T10:00:21+0000","DURHAM, N.Y. — Farmer Frank hobbled into the house, cane in hand.","After 240 Years and 7 Generations, Forced to Sell the Family Farm"
"2019-12-27T16:23:38+0000","CAMPBELLSVILLE, Ky. — In the late 1990s, the town of Campbellsville in central Kentucky suffered a powerful jolt when its Fruit of the Loom textile plant closed. Thousands of jobs making underwear went to Central America, taking the community’s pride with them. ","Prime Anchor: An Amazon Warehouse Town Dreams of a Better Life"
"2019-12-31T23:52:00+0000","WASHINGTON — A top panel of government-appointed scientists, many of them hand-selected by the Trump administration, said on Tuesday that three of President Trump’s most far-reaching and scrutinized proposals to weaken major environmental regulations are at odds with established science.","Science Panel Staffed With Trump Appointees Says E.P.A. Rollbacks Lack Scientific Rigor"
"2019-11-02T15:10:07+0000","WASHINGTON — Three years after President Trump rode a wave of populist anger into office, some of his top Democratic challengers are calling for a fundamental reordering of American capitalism, arguing that voters will embrace bold plans to reverse decades of rising inequality by raising taxes on corporations and the rich.","Warren Health Plan Tightens Democrats’ Embrace of Tax Increases"
"2019-11-16T17:00:11+0000","NEWTON, Mass. — When she was brought before a court this spring, charged with the  federal crime of obstruction of justice, Judge Shelley Joseph did not look like a rebel. ","When the Judge Became the Defendant"
"2019-12-06T05:00:07+0000","America’s job engine has again defied jittery stock traders, bearish forecasters and blue-ribbon economists to deliver eye-catching gains and power an exceptionally resilient economy.","U.S. Added 266,000 Jobs in November. Here’s the Bottom Line."
"2019-11-16T01:30:44+0000","WASHINGTON — “In my line of work, perhaps in your line of work as well, all we have is our reputation,” Marie L. Yovanovitch, the ousted American ambassador to Ukraine, said on Friday. “This has been a very painful period.”","Labeled ‘Bad News’ by the President, an Ambassador Headlines a Bad Day for Trump"
"2019-11-08T10:00:13+0000","In Hollywood, Harriet Tubman is played in a new movie by a black British woman, much to the annoyance of some black Americans. On the United States census, an ultrawealthy Nigerian immigrant and a struggling African-American woman from the South are expected to check the same box. When many American universities tout their diversity numbers, black students who were born in the Bronx and the Bahamas are counted as the same. ","‘We’re Self-Interested’: The Growing Identity Debate in Black America"
"2019-12-23T10:00:38+0000","MOSCOW — Its economy, already smaller than Italy’s, may be sputtering but, two decades after a virtually unknown former K.G.B. spy took power in the Kremlin on Dec. 31, 1999, Russia and its president, Vladimir V. Putin, have just had what could be their best year yet.","Putin’s Russia, Punching Above Its Weight, Keeps Adversaries Off Balance"
"2019-12-20T02:12:05+0000","WASHINGTON — President Trump sat forward on the edge of his chair and chatted at length with reporters in the Oval Office on Thursday, unbowed but for him a little subdued. The day after he was impeached for high crimes and misdemeanors, he dismissed the judgment of the House of Representatives and punched back by celebrating with a Democratic congressman who switched parties to stand with him.","After Impeachment, an Angry Trump Looks to Voters for Vindication"
"2019-11-18T10:00:14+0000","REDMOND, Wash. — The authorities in the Seattle area came across an alarming photo on social media at the beginning of October. It showed a man holding two AK-47-style rifles. The caption above read: “one ticket for joker please.” ","He Wrote ‘Kill All Women,’ but a Judge Returned His Guns"
"2019-12-08T22:42:11+0000","WASHINGTON — When President Trump nominated William P. Barr as attorney general a year ago, establishment Republicans who had chafed at Mr. Trump’s takeover of their party were relieved. Between Mr. Barr’s work in the Reagan White House and his fast-track career under George Bush, he could be a bridge to the Republican Party they knew — and preferred.","Barr Dives Into the Culture Wars, and Social Conservatives Rejoice"
"2019-12-05T14:10:38+0000","WASHINGTON — Speaker Nancy Pelosi announced on Thursday that the House of Representatives would begin drafting impeachment articles against President Trump, pushing ahead with a rapid timetable that could set the stage for a vote before Christmas to charge him with high crimes and misdemeanors.","Pelosi Says House Will Draft Impeachment Charges Against Trump"
"2019-11-22T21:14:35+0000","Michael R. Bloomberg, the billionaire former mayor of New York City, spent at least $30 million on Friday for a single week of television ads, a show of financial force that signals his willingness to use his vast personal fortune to reshape the Democratic presidential race.","Bloomberg Prepares Huge TV Blitz, Reserving $30 Million in Ads"
"2019-12-29T10:00:10+0000","WASHINGTON — Hillary Clinton tried. So did 16 rival Republicans. And after hundreds of millions of dollars were spent on ads attacking Donald Trump in 2016, the results were the same: They never did much damage.","Inside the Biggest 2020 Advertising War Against Trump"
"2019-12-13T13:47:52+0000","[Update: A 14-year-old was detained in the killing of Tessa Majors, the Barnard College student who was stabbed in Morningside Park.]","Tessa Majors Killing: Boy, 13, Is Arrested"
"2019-12-07T10:00:08+0000","Please sign up here to have the Race/Related newsletter delivered weekly to your inbox.","Can Biology Class Reduce Racism?"
"2019-11-06T22:35:28+0000","SAN FRANCISCO — Ali Alzabarah was an engineer who rose through the ranks at Twitter to a job that gave him access to personal information and account data of the social media service’s millions of users. ","Former Twitter Employees Charged With Spying for Saudi Arabia"
"2019-11-15T16:46:32+0000","WASHINGTON — For decades, Roger J. Stone Jr. played politics as a kind of performance art, starring himself as a professional lord of mischief, as a friend once called him. He tossed bombs and spun tales from the political periphery with no real reckoning, burnishing a reputation as a dirty trickster.","Roger Stone Is Convicted of Impeding Investigators in a Bid to Protect Trump"
"2019-11-06T03:27:25+0000","Democrats won complete control of the Virginia government for the first time in a generation on Tuesday and claimed a narrow victory in the Kentucky governor’s race, as Republicans struggled in suburbs where President Trump is increasingly unpopular.","Democrats Win Control in Virginia and Claim Narrow Victory in Kentucky Governor’s Race"
"2019-11-06T01:41:37+0000","WASHINGTON — In a matter of days, President Trump will ask the Supreme Court to rule on his bold claim that he is absolutely immune from criminal investigation while he remains in office. If the court agrees to hear the case, its decision is likely to produce a major statement on the limits of presidential power — and to test the independence of the court itself.","Trump Tax Return Case Confronts Supreme Court With a Momentous Choice"
"2019-11-19T10:00:25+0000","YAKIMA, Wash. — Dulce Gutiérrez heard the angry voice as she was speaking in Spanish to a group of students who had volunteered to hand out leaflets for her City Council campaign.","The Divide in Yakima Is the Divide in America"
"2019-12-22T16:08:21+0000","Sexual predators have grown increasingly adept at using the internet to share and view child sexual abuse photos and videos. Some have computer-programming skills and have deployed sophisticated defenses against efforts to take them down.","No ‘Magic Bullets’ in the Fight Against Online Abuse, but ‘Spiders’ Help"
"2019-11-12T10:00:22+0000","[Read more on the Supreme Court’s decision on President Trump and DACA.]","Supreme Court Appears Ready to Let Trump End DACA Program"
"2019-12-21T10:00:19+0000","WASHINGTON — American military and intelligence officials tracking North Korea’s actions by the hour say they are bracing for an imminent test of an intercontinental ballistic missile capable of reaching American shores, but appear resigned to the fact that President Trump has no good options to stop it.","U.S. Braces for Major North Korean Weapons Test as Trump’s Diplomacy Fizzles"
